Username,DOB,State
qtjx3143,27.07.1997,New Jersey
fypl2333,08.08.1950,Georgia
ywzp4324,28.07.1993,Washington
dxzy3313,28.07.1992,Oregon
mcqp1414,30.07.1986,Kansas
cbvy1313,26.07.2001,Oklahoma
jmuk2244,28.07.1995,Nebraska
fkrw1433,31.07.1983,Arkansas
cjzi1133,02.08.1974,Ohio
hvdv4241,02.08.1975,Nebraska
lvqb1434,31.07.1981,New Mexico
eztc1111,05.08.1960,Northern Mariana Islands
xkbc4123,29.07.1989,Connecticut
addz2123,27.07.1999,Washington
mnup3421,31.07.1980,Florida
sbsv4124,07.08.1954,Mississippi
boof3432,28.07.1994,Louisiana
uyfa2413,05.08.1960,Connecticut
wwck1123,04.08.1967,Puerto Rico
tpnt2311,05.08.1962,North Carolina
aieu1434,30.07.1987,South Dakota
dtjt4314,28.07.1992,Wyoming
lxzc3234,02.08.1975,Illinois
llrk2242,03.08.1971,Missouri
hdab2224,27.07.1997,California
tuwx1311,04.08.1964,Minnesota
ncjx3444,06.08.1958,West Virginia
rnih1231,02.08.1972,Georgia
ifss4133,05.08.1962,Wisconsin
dbkx3433,07.08.1954,New Jersey
zhlq3344,03.08.1969,Texas
uhla1333,06.08.1956,Wyoming
pylr1212,28.07.1992,Oregon
immk4143,04.08.1967,New Hampshire
lvri3421,26.07.2000,Hawaii
ypnc3344,26.07.2000,Indiana
odzu4144,27.07.1998,Ohio
dwhb2131,03.08.1971,Missouri
atev1222,01.08.1979,Kentucky
bkun3332,04.08.1966,Nevada
ptny3222,08.08.1951,New Jersey
pjgj2424,27.07.1996,Massachusetts
myam2344,07.08.1955,Wisconsin
sqkq2331,26.07.2001,U.S. Virgin Islands
pkac3241,27.07.1999,Minor Outlying Islands
xwgn1433,31.07.1980,North Carolina
qnjt3421,04.08.1964,West Virginia
wvma1213,31.07.1980,Oklahoma
foac4313,07.08.1952,Connecticut
guua1124,03.08.1969,Connecticut
gwkk1224,31.07.1980,American Samoa
hbov4321,05.08.1963,Minor Outlying Islands
dwox2243,01.08.1977,Guam
xlgi3124,06.08.1957,New Jersey
fzwz4413,06.08.1958,American Samoa
npwg4133,07.08.1953,Nevada
ycuz3333,05.08.1960,New Mexico
uqzu2243,27.07.1996,Oregon
eubf2214,02.08.1975,District of Columbia
jhgr3131,03.08.1970,Colorado
edhw3131,28.07.1995,Nevada
adog3134,28.07.1993,American Samoa
lfvg3133,03.08.1970,New Jersey
kqkx1244,06.08.1959,Connecticut
jswk4132,07.08.1953,Idaho
sgrk4412,03.08.1968,Maryland
sjte2311,29.07.1988,Connecticut
xnpu1412,05.08.1963,Georgia
tnrh4442,03.08.1969,Minor Outlying Islands
vuph4442,06.08.1956,Alaska
xoox3343,28.07.1995,Kentucky
pams1121,06.08.1958,West Virginia
vjbw4333,29.07.1988,Virginia
pssx1244,01.08.1979,Utah
hjit4414,01.08.1979,Michigan
rcsw2422,31.07.1982,Mississippi
arpp1433,31.07.1983,Kansas
exhm2114,04.08.1966,Arkansas
cnek3233,08.08.1950,Northern Mariana Islands
ktwi2231,27.07.1999,North Carolina
neoo1321,27.07.1998,Tennessee
smba2332,04.08.1965,Pennsylvania
yiaw3441,31.07.1982,Florida
fncd4133,01.08.1978,New York
nupk4212,02.08.1973,Maine
fksu2134,01.08.1977,Washington
uatc2444,03.08.1969,North Carolina
mkff2323,01.08.1977,Montana
cipq4243,05.08.1963,Maine
enth3144,03.08.1971,Colorado
sbtn4444,05.08.1960,New Hampshire
orin4113,30.07.1986,Minnesota
uhsx2231,31.07.1983,Idaho
ffky4142,30.07.1987,Wisconsin
wpga4144,31.07.1981,Maryland
ehvs2314,31.07.1981,Oklahoma
cvsp1342,31.07.1982,Alaska
yntu1231,03.08.1968,Maryland
cvko2223,03.08.1971,Iowa
fdqy4114,29.07.1989,Iowa
scjy1142,01.08.1977,Illinois
kpod3232,28.07.1995,Alabama
znsa1424,29.07.1988,New Jersey
dgxk3242,04.08.1965,Maryland
jren1141,07.08.1954,Tennessee
gyfx2121,01.08.1977,Nevada
dpml3331,01.08.1976,Nebraska
elgi4242,31.07.1980,Minor Outlying Islands
xsah3133,05.08.1963,Oklahoma
hfxk2234,28.07.1992,Alaska
ucze3441,28.07.1995,Maine
iczo2432,31.07.1980,Delaware
rfnj2232,27.07.1996,Georgia
sbdd1424,02.08.1973,Pennsylvania
tkpz4143,02.08.1974,Iowa
pmvg3134,01.08.1978,Wisconsin
irts2342,31.07.1982,Nebraska
tuxf2414,04.08.1964,Northern Mariana Islands
suao1433,30.07.1986,Texas
qjvs2243,01.08.1976,Louisiana
brqn2334,27.07.1998,U.S. Virgin Islands
vecu4311,07.08.1952,Ohio
vidm1243,03.08.1968,District of Columbia
vawg2131,05.08.1960,New York
rbeg1422,07.08.1953,Tennessee
vzlj3113,08.08.1950,Michigan
zzwi3421,01.08.1978,North Dakota
yemw3321,29.07.1991,Tennessee
qyly4442,28.07.1993,New Hampshire
zcsr1414,29.07.1988,New Jersey
rgjx2131,05.08.1962,Delaware
lfuu1222,30.07.1985,Arizona
jvsr1433,30.07.1984,Iowa
hiaa2113,28.07.1994,Guam
hqyr3312,08.08.1951,Massachusetts
klmh2243,01.08.1979,Kansas
czpm3414,27.07.1998,Minor Outlying Islands
jeph4124,01.08.1977,Texas
wcxm3222,28.07.1992,California
vvjl2241,29.07.1989,American Samoa
vtug1434,02.08.1975,Connecticut
qink4231,02.08.1973,Utah
dele3142,01.08.1978,South Dakota
oawr1344,31.07.1983,Tennessee
ebay4244,04.08.1966,Delaware
cuqg1142,29.07.1991,U.S. Virgin Islands
zyor1321,31.07.1980,South Carolina
btqi2321,05.08.1960,Florida
ntgs3243,30.07.1985,North Carolina
rtbj4421,29.07.1988,Arkansas
ousf2114,28.07.1995,New Jersey
ldlq2312,28.07.1992,Arkansas
zzza2242,01.08.1979,South Carolina
nwrm2244,27.07.1999,New Jersey
ezss4141,01.08.1979,South Dakota
ntya3133,26.07.2000,Tennessee
dxgg1114,28.07.1995,Arizona
oyxq3313,28.07.1995,Colorado
fhdy3342,31.07.1982,Tennessee
zigx4412,05.08.1963,California
nays4133,02.08.1974,Alaska
qhqf4223,03.08.1968,Pennsylvania
vyoy1324,04.08.1964,Arkansas
bbwz1444,08.08.1950,Delaware
sltp3344,06.08.1957,Texas
juti3214,28.07.1992,Iowa
jomm2314,27.07.1999,District of Columbia
pkcr3434,28.07.1992,Oklahoma
rjdn2242,27.07.1998,Mississippi
qgxc3343,30.07.1987,Mississippi
xouy1224,31.07.1983,Florida
ylwh3213,02.08.1972,Missouri
cwva3321,02.08.1972,Florida
pist3211,30.07.1986,Wisconsin
fade1241,03.08.1971,Alabama
ssna2243,06.08.1958,Puerto Rico
lybd3244,04.08.1965,Ohio
cdct2331,07.08.1954,Colorado
fizv1223,08.08.1951,New Jersey
lgkx1312,27.07.1997,Massachusetts
ervc3441,08.08.1950,Alaska
twra3433,28.07.1993,Texas
uoaq3113,03.08.1970,Wyoming
ewyz1414,05.08.1960,Virginia
xgiv1241,28.07.1994,New Mexico
eimy3322,06.08.1959,Louisiana
zvce3141,01.08.1979,Wyoming
ollo2321,28.07.1993,Wyoming
gwzc4132,29.07.1991,Idaho
hoyo2114,01.08.1979,New Mexico
iltp2232,05.08.1961,Vermont
tjuu2434,29.07.1988,Iowa
ozkd3422,02.08.1974,Rhode Island
snvk1121,03.08.1970,Maine
dorb3343,07.08.1952,Vermont
mtrh1211,04.08.1965,Washington
kjid4431,06.08.1956,Wyoming
rzdt1124,30.07.1985,Louisiana
nanq2211,31.07.1981,Vermont
cenq3241,30.07.1985,Kentucky
qvvm2414,02.08.1972,Connecticut
onge3234,03.08.1968,South Dakota
zbiz2412,07.08.1955,Oregon
ymiz1212,07.08.1952,Indiana
dchj2342,26.07.2001,American Samoa
untw3243,03.08.1969,North Dakota
gbir2423,31.07.1983,Maine
ovns4434,07.08.1952,Nebraska
ccts3223,04.08.1966,Oregon
pbwj3442,05.08.1963,Utah
htxy4241,06.08.1958,Tennessee
djzq3441,01.08.1977,Montana
zgdp2243,28.07.1992,Minnesota
elqw2141,05.08.1961,New York
bdym3222,29.07.1989,Northern Mariana Islands
wckq1111,03.08.1970,Massachusetts
dvwp2344,05.08.1962,Oregon
wdyh2123,31.07.1983,Mississippi
ynss4341,29.07.1988,California
crwg3344,04.08.1964,Mississippi
ymyg3132,01.08.1976,Minnesota
rghz2223,01.08.1977,North Carolina
ssxv4222,28.07.1993,Virginia
njuo1123,06.08.1959,North Dakota
ijch4444,02.08.1973,Illinois
mygk4423,04.08.1964,Wisconsin
jdoa3343,29.07.1991,Wisconsin
csmy3414,27.07.1997,Nebraska
pync1134,06.08.1957,Wyoming
hwrc3343,02.08.1973,Vermont
sgxu2131,28.07.1992,Texas
smcw3344,27.07.1996,Minnesota
ubyq4211,26.07.2001,Rhode Island
syrl2422,02.08.1973,Montana
zeau3314,05.08.1960,South Dakota
amse2223,28.07.1993,Georgia
xmlz2113,02.08.1972,Hawaii
wqly2222,29.07.1989,New Mexico
xbkl3123,04.08.1965,Puerto Rico
ilxm1143,07.08.1955,Arizona
wosy2313,06.08.1957,Guam
jkkt2124,30.07.1987,District of Columbia
lopt2433,05.08.1963,Iowa
bipw3341,30.07.1985,New York
ghec4121,07.08.1954,Arizona
piwc4431,27.07.1999,Montana
bszs3112,04.08.1964,Puerto Rico
zbhy2424,02.08.1972,New Hampshire
aiug2212,29.07.1988,Minor Outlying Islands
xcvn2332,01.08.1978,New Jersey
wmix2134,04.08.1967,Missouri
yaal4342,06.08.1956,Oregon
jzzj3131,28.07.1994,South Dakota
sfny1421,02.08.1973,Minor Outlying Islands
bzpl2134,07.08.1954,New York
nwbd4424,01.08.1977,Oklahoma
lgox1232,07.08.1955,New Mexico
uiri4413,30.07.1985,North Carolina
lrjh3313,06.08.1958,Oregon
wame2414,03.08.1968,Minor Outlying Islands
hndc2312,31.07.1980,Alabama
wywd3333,26.07.2000,Kansas
dnac2121,05.08.1962,Kentucky
qmhp1423,03.08.1969,Massachusetts
ctyv3122,31.07.1980,Iowa
oihl1432,01.08.1976,District of Columbia
bsfe4333,29.07.1991,Kentucky
qzag1421,01.08.1979,Massachusetts
axgy4333,06.08.1958,Mississippi
evek3132,06.08.1959,Iowa
qiyr3341,03.08.1969,Arizona
xvuv3143,05.08.1960,Missouri
phcb2131,04.08.1967,Texas
zmry3344,03.08.1971,Oregon
tkbe4332,29.07.1989,California
ydlv1412,06.08.1959,Alaska
xozi1423,06.08.1957,Louisiana
ddje4241,04.08.1964,Kentucky
jgrd3144,06.08.1959,Oklahoma
pwjr1311,31.07.1981,District of Columbia
diai1134,06.08.1959,Alabama
ubsc4432,05.08.1962,Maryland
zzxo4334,28.07.1995,Wisconsin
swrh3443,03.08.1968,Iowa
cobr4121,04.08.1965,Washington
foeq1224,29.07.1991,New Jersey
dniv1242,03.08.1971,Washington
rpng2421,06.08.1958,Rhode Island
mxyx3314,06.08.1958,Louisiana
eswr1314,04.08.1967,Indiana
gpcn4233,06.08.1956,Vermont
mbij1433,31.07.1981,Alabama
grgq1441,07.08.1952,American Samoa
ihlh3142,03.08.1970,American Samoa
nllz3212,05.08.1962,Pennsylvania
fxtt4341,04.08.1967,Minor Outlying Islands
jjkj1312,01.08.1979,New Hampshire
ehte3312,04.08.1966,South Carolina
loac4432,04.08.1967,Louisiana
pazj4122,03.08.1971,Florida
knoe3232,29.07.1988,Florida
xytr2414,06.08.1959,Oklahoma
hkgz3133,04.08.1966,Vermont
rmax1113,28.07.1992,Georgia
mhob3124,04.08.1967,Indiana
kxhe3412,03.08.1971,North Dakota
bcba3423,02.08.1975,Maine
zncy4243,06.08.1957,Kentucky
bogi4244,02.08.1974,Rhode Island
fjri4342,02.08.1974,Iowa
hnkj3241,02.08.1975,Delaware
ojts3243,04.08.1966,Wisconsin
bvud1344,31.07.1983,New Jersey
pbqp2433,04.08.1965,Missouri
vurr2211,29.07.1988,Tennessee
efvc4214,05.08.1963,South Dakota
xajq3134,30.07.1987,Maine
bhoy3334,28.07.1994,Georgia
hodl3211,03.08.1971,Minor Outlying Islands
psmw1224,29.07.1989,Minnesota
wnwh1132,07.08.1955,New Jersey
adrm2311,30.07.1984,Michigan
rwsj4233,28.07.1992,Connecticut
vduw1322,30.07.1984,Northern Mariana Islands
nkjk3242,07.08.1952,Massachusetts
hdkw4441,06.08.1956,Hawaii
jpuv4124,07.08.1955,Puerto Rico
kohv2442,07.08.1952,Kansas
owjz4232,05.08.1960,District of Columbia
ejwo2241,06.08.1957,Arizona
ppkv2412,31.07.1980,Missouri
nzgl1123,06.08.1956,Colorado
oqrc3422,07.08.1954,Tennessee
yrqn4214,29.07.1991,Minnesota
jliv4323,04.08.1964,West Virginia
brgd4313,31.07.1980,Iowa
mvpc2343,05.08.1963,Iowa
ffhz1422,31.07.1982,Ohio
tcrc1141,30.07.1985,Tennessee
tlqq1432,07.08.1955,Minor Outlying Islands
myqe3222,02.08.1973,U.S. Virgin Islands
fjom3411,30.07.1987,Massachusetts
hivu3321,01.08.1978,Puerto Rico
wahl3223,31.07.1981,Wisconsin
hbqv1341,03.08.1970,Oklahoma
hlgw1123,02.08.1973,Minnesota
haij1124,06.08.1956,Puerto Rico
vyck1213,28.07.1992,Illinois
gxcc2313,03.08.1968,Minnesota
mtav3143,01.08.1979,Texas
xzrn3124,01.08.1976,Alaska
tivp3423,28.07.1993,North Carolina
fkdp1413,03.08.1970,Michigan
qjqn1421,04.08.1967,Arizona
dppa2122,05.08.1960,New York
kdas1434,01.08.1977,Hawaii
nbzv4212,05.08.1961,U.S. Virgin Islands
xmup2214,29.07.1990,Hawaii
ftxz3312,30.07.1987,Ohio
obfo3424,02.08.1974,South Carolina
fsvl1434,08.08.1950,Connecticut
hwkh1324,01.08.1977,U.S. Virgin Islands
qkhp1424,31.07.1980,Virginia
zyjp3133,06.08.1958,Idaho
pjdb2321,07.08.1953,Arizona
jtwl1442,27.07.1998,Oregon
fswh4341,06.08.1956,New Mexico
owxl1211,01.08.1976,Delaware
stoc4333,05.08.1963,Maine
hfpj2144,02.08.1973,Arizona
bcrc4111,28.07.1993,Mississippi
olrq3312,01.08.1979,Mississippi
ggkt3233,31.07.1982,Delaware
aslr3412,28.07.1992,Rhode Island
icvh2444,02.08.1975,Illinois
amzf3121,04.08.1967,Hawaii
ymoj1223,03.08.1969,Oregon
igjb2313,07.08.1953,North Dakota
rqaf2134,05.08.1963,Iowa
rqzy3212,29.07.1988,Utah
tmzz1142,05.08.1962,Rhode Island
yxbn1424,07.08.1953,Northern Mariana Islands
obiw1342,05.08.1962,Idaho
brcg4142,30.07.1985,Maryland
igqu1322,31.07.1980,New York
lyii1333,28.07.1993,New Jersey
zixn2114,28.07.1992,Virginia
cmas3341,26.07.2000,Northern Mariana Islands
ajal4424,28.07.1994,Rhode Island
jzlx3142,27.07.1996,New Mexico
vztn3211,27.07.1999,Missouri
zzpe2431,28.07.1993,California
mdyh3134,29.07.1990,Michigan
avqp2344,04.08.1964,Idaho
lfvl3413,30.07.1985,American Samoa
rlts1242,31.07.1981,Vermont
npqj2211,26.07.2001,Oklahoma
qcyt1431,27.07.1999,Wyoming
nomo4441,27.07.1999,Alaska
ehgj3124,31.07.1982,Nebraska
nwlm1321,03.08.1969,New Jersey
xkoy2331,04.08.1964,District of Columbia
ozxk3432,04.08.1965,Northern Mariana Islands
gjma2434,05.08.1961,West Virginia
lcld4441,29.07.1989,Minor Outlying Islands
isbj2343,05.08.1961,Kentucky
ezao1443,27.07.1998,Pennsylvania
rxua2133,04.08.1966,Alabama
yyjm2431,02.08.1973,Ohio
goyn3232,31.07.1982,Oklahoma
rkic1341,03.08.1971,Kentucky
ejwe3444,08.08.1951,Arizona
mvik1121,07.08.1953,Oregon
sueh4134,03.08.1969,Illinois
zmlc1442,29.07.1989,Ohio
uqwt1244,31.07.1981,Nebraska
qojv4313,04.08.1964,Colorado
deev2344,02.08.1974,New Jersey
bunw4143,07.08.1954,West Virginia
umxg3332,26.07.2000,Idaho
dqft3311,03.08.1969,New Mexico
bcwa4144,29.07.1989,Florida
bqdr4432,28.07.1994,Vermont
jigw2212,29.07.1988,Nebraska
nwjt1433,03.08.1970,Missouri
bjdt2423,03.08.1970,Montana
dbmj2241,30.07.1986,Massachusetts
mknm4142,07.08.1953,Colorado
igbh1144,27.07.1996,Virginia
xlgc2432,04.08.1965,Oregon
venc4324,27.07.1999,Kansas
qcan3432,27.07.1998,Colorado
ikwv2222,28.07.1995,Missouri
beun1233,04.08.1966,Massachusetts
iwdd2311,27.07.1999,North Dakota
ppfv4424,08.08.1950,Montana
upsn2124,31.07.1981,American Samoa
elus3114,03.08.1970,Northern Mariana Islands
emfb1211,02.08.1975,Kentucky
movq1224,28.07.1992,Mississippi
qxyz1324,30.07.1984,Texas
jlen3121,28.07.1994,Oregon
ttme1344,01.08.1979,Arkansas
buii3242,08.08.1950,Puerto Rico
yngh3444,29.07.1990,Hawaii
wksq1134,31.07.1981,American Samoa
itve1434,02.08.1974,North Carolina
dfpi3114,30.07.1986,Pennsylvania
qobs2312,01.08.1976,Michigan
jlsl2112,26.07.2000,New Mexico
bfld2221,30.07.1986,Wisconsin
ibse3442,01.08.1978,New Mexico
zkck1413,05.08.1960,New Mexico
jklg2222,02.08.1975,New Mexico
nlvo2431,31.07.1982,Georgia
viom1133,06.08.1956,Northern Mariana Islands
ddla1322,02.08.1975,U.S. Virgin Islands
munq2114,31.07.1982,Delaware
jxbv4332,05.08.1962,Hawaii
eirq2234,04.08.1966,Iowa
dacg4314,06.08.1956,New Hampshire
gkxu1413,01.08.1979,North Carolina
tkap4233,06.08.1957,Nevada
zpcm1313,01.08.1977,New York
svip2344,06.08.1959,Florida
oyfc3324,28.07.1992,Ohio
ptnc2433,29.07.1988,Iowa
inkk1431,29.07.1988,Hawaii
bcoy2422,04.08.1966,Oklahoma
hwnd2444,26.07.2000,Maine
xpfl3212,28.07.1995,Hawaii
ftei2234,04.08.1966,Vermont
iwaf2421,05.08.1961,Oklahoma
kccs1241,04.08.1965,Guam
iflf4322,06.08.1957,Michigan
banc4423,30.07.1987,Arkansas
niem2332,01.08.1978,Kentucky
ztdo4243,06.08.1958,Virginia
clto2411,31.07.1981,Northern Mariana Islands
gkin3421,31.07.1982,Rhode Island
sguz3424,07.08.1953,Mississippi
otgt4421,27.07.1997,Delaware
dmrx4231,03.08.1968,Missouri
kvnf1331,02.08.1972,New Hampshire
odbw2214,06.08.1957,Kentucky
wgvm2312,07.08.1955,Wisconsin
aful4231,27.07.1997,Minnesota
wqpj3224,06.08.1959,U.S. Virgin Islands
rrpw4244,04.08.1965,Virginia
haif1423,07.08.1953,Louisiana
ljhd1442,27.07.1999,Rhode Island
oewe2341,06.08.1958,Northern Mariana Islands
zzku2121,29.07.1988,Rhode Island
inkg3241,01.08.1979,Mississippi
znmv3244,31.07.1983,Oklahoma
glvx4212,05.08.1961,Oklahoma
yicj2423,07.08.1954,Oklahoma
gtdf2411,27.07.1999,Guam
mypn4124,02.08.1975,New Jersey
hykg3142,05.08.1962,Illinois
jlce2342,30.07.1986,New Jersey
wprh2114,30.07.1986,Vermont
ewdj4214,05.08.1963,Maine
nmgn3221,31.07.1982,Massachusetts
hjsz4224,04.08.1966,Northern Mariana Islands
emsl4211,08.08.1950,Nevada
uzci4142,27.07.1999,Louisiana
qbpo2344,30.07.1985,Tennessee
ollm1431,30.07.1985,Northern Mariana Islands
vemh2131,05.08.1962,Nevada
jddv4323,27.07.1997,New York
fuet1232,28.07.1995,Maine
jxuv4241,29.07.1988,Indiana
lwqz3224,01.08.1978,Minor Outlying Islands
cafl1432,29.07.1988,Alabama
rmzd2111,29.07.1988,New Mexico
xmwa4121,30.07.1984,North Carolina
mbmh1443,08.08.1951,Illinois
tikk2424,27.07.1999,Texas
ssrq4122,07.08.1952,Hawaii
ayfy4313,30.07.1984,North Dakota
pqsw2144,27.07.1998,Ohio
vwjp4232,31.07.1983,Montana
bgsx1121,28.07.1993,Northern Mariana Islands
xghd4134,04.08.1966,Maryland
mdfr3231,06.08.1956,Guam
llut1323,03.08.1968,Hawaii
ihol3343,07.08.1953,Maine
cfsz3422,28.07.1994,New York
fmwn2232,27.07.1999,Pennsylvania
wrlo2431,30.07.1984,Massachusetts
yemt2421,06.08.1958,Minnesota
ukkm2413,29.07.1991,Michigan
qoux2442,29.07.1989,Alaska
muiz2144,27.07.1996,Connecticut
qnid1223,27.07.1999,Virginia
gnpt1431,29.07.1990,Massachusetts
jfzh3434,29.07.1990,Kentucky
ayrp1124,03.08.1970,Puerto Rico
jmpd2442,03.08.1968,Virginia
vfrn2224,08.08.1950,District of Columbia
yjpu4313,07.08.1955,Puerto Rico
hooa3333,04.08.1965,North Dakota
shps3424,04.08.1965,Washington
gvze1132,05.08.1962,American Samoa
rlvt1312,05.08.1963,Maryland
zcbp2144,03.08.1971,Ohio
xelk4421,26.07.2000,Virginia
imqk4113,02.08.1973,Wisconsin
vtbu2113,05.08.1962,Indiana
epns2341,29.07.1988,U.S. Virgin Islands
yegt2433,31.07.1980,Kansas
vkof4341,30.07.1985,Mississippi
akgw1414,29.07.1991,Colorado
eaud1423,03.08.1969,New Hampshire
twiu2212,08.08.1951,Vermont
imrf3424,26.07.2001,New Mexico
spio1131,02.08.1974,Florida
iaow1232,26.07.2001,Nevada
uaoo4143,03.08.1969,District of Columbia
xsly3424,31.07.1983,Minor Outlying Islands
ohbx1242,28.07.1995,Hawaii
wnte1311,06.08.1957,Maine
qjwj1433,03.08.1968,Oklahoma
zsoe2111,05.08.1962,Colorado
xans4423,07.08.1953,Mississippi
face2321,31.07.1981,Pennsylvania
pfia4324,05.08.1962,Guam
doah3442,27.07.1996,Minor Outlying Islands
vgci1424,02.08.1973,Kentucky
wdlb4214,04.08.1965,Oregon
vudb1431,31.07.1982,Oklahoma
jftx1241,06.08.1958,Oklahoma
mrvn2422,05.08.1960,New Mexico
vcbl2341,03.08.1970,Washington
htvo3421,28.07.1992,Maryland
aajh3423,06.08.1958,Vermont
hdbj1321,31.07.1983,Massachusetts
pvsu3131,08.08.1950,Delaware
vbec1213,31.07.1982,Ohio
vhbp4421,08.08.1951,Pennsylvania
roxv2113,02.08.1974,Indiana
nbyp3221,07.08.1953,Kansas
digd1211,30.07.1985,Kentucky
grxq4244,27.07.1997,New York
zydl3413,07.08.1955,Minor Outlying Islands
bdcn2112,05.08.1963,South Carolina
zucw1313,31.07.1980,Wyoming
fmsm4234,26.07.2000,Illinois
wlny1213,04.08.1965,Georgia
jtto4213,04.08.1966,U.S. Virgin Islands
xqbx3442,30.07.1985,Delaware
qzrd1444,04.08.1965,Virginia
nxbg1131,30.07.1985,Tennessee
ihpc3113,02.08.1973,Virginia
hvdn1433,02.08.1973,Oregon
uxsl1424,30.07.1985,Arkansas
qsax3243,31.07.1982,South Carolina
tzov1421,06.08.1956,West Virginia
osji2414,06.08.1957,Kansas
bxci3343,02.08.1975,Maine
foxw4443,31.07.1982,Maryland
eiba4222,02.08.1972,Colorado
nbjs4323,08.08.1951,Minor Outlying Islands
iuei2113,03.08.1970,Nebraska
jcdr2242,02.08.1972,Arkansas
ybuy2431,30.07.1986,Maine
nlsj4313,06.08.1958,South Dakota
dnwo3434,03.08.1969,Maine
bodh1121,07.08.1953,Idaho
exbk1422,29.07.1990,Wisconsin
mzyd2313,05.08.1960,Tennessee
yrtz4111,07.08.1953,Nevada
cgew3444,06.08.1957,Oregon
bemm3221,02.08.1974,Virginia
aokf2344,08.08.1950,Maine
ijqr2113,05.08.1960,New Mexico
xzqx4441,05.08.1960,Kansas
eehp1331,02.08.1974,Louisiana
nalk3322,27.07.1999,Massachusetts
ztgg3412,06.08.1956,Puerto Rico
rsaw1423,07.08.1953,Virginia
kicg3111,28.07.1995,North Carolina
yzol4234,06.08.1957,South Carolina
blfb2412,05.08.1961,Virginia
vcdh4143,27.07.1999,Kansas
jgww2141,02.08.1974,Tennessee
bpfs4433,27.07.1999,Alaska
yaah4421,29.07.1990,Kentucky
srwv2134,07.08.1953,North Carolina
xhyn2444,01.08.1978,Oregon
wpso4211,29.07.1991,Florida
dqzr2112,29.07.1989,Northern Mariana Islands
lswi2244,30.07.1987,Oregon
ejwo3341,07.08.1954,New Jersey
quzg2144,30.07.1987,New Jersey
tjou4331,04.08.1966,Vermont
cevq2222,02.08.1973,Oklahoma
zzjk2244,26.07.2000,New York
qqtg4234,30.07.1986,Montana
cane3412,01.08.1979,New York
ywyd3223,02.08.1972,Alabama
poql1141,29.07.1988,Maine
stal2233,27.07.1997,Kansas
kqmm1424,28.07.1993,New Mexico
iylt1231,28.07.1993,Wisconsin
onwn4132,04.08.1966,Indiana
vzph4142,08.08.1950,Puerto Rico
rrsw1223,01.08.1978,Tennessee
airy1424,31.07.1980,South Dakota
skkl1312,06.08.1958,Colorado
uaqn4411,07.08.1954,Wyoming
svof2321,28.07.1992,Indiana
acus2141,26.07.2001,Missouri
levy1124,28.07.1995,Idaho
dqnq2132,07.08.1952,Florida
txrr2341,01.08.1976,Ohio
ljrh2122,07.08.1955,Delaware
iaob3322,06.08.1956,Alaska
ockx2423,04.08.1965,Nebraska
pnqg4342,26.07.2000,Tennessee
ksbn3311,03.08.1968,Ohio
inlo4131,01.08.1976,Wisconsin
pvdy4231,29.07.1991,American Samoa
wqjk2444,03.08.1968,Indiana
flgv4243,05.08.1961,U.S. Virgin Islands
vhgs2141,28.07.1994,Puerto Rico
aong2333,07.08.1953,Utah
nomk2422,01.08.1976,Puerto Rico
ujdr1243,04.08.1967,Illinois
nabf1411,05.08.1960,Alabama
giqw1141,05.08.1962,New Jersey
cccw4433,28.07.1993,Utah
zxmt1343,03.08.1971,Montana
bzta1112,08.08.1951,Alaska
ztdv1314,02.08.1973,Hawaii
evnp4332,30.07.1985,New Mexico
lnue4132,05.08.1961,Indiana
xqgj2413,30.07.1986,Michigan
tqma1222,06.08.1959,New York
blui4244,30.07.1986,Arkansas
cenn4444,27.07.1999,Minnesota
enot4232,27.07.1999,District of Columbia
lwfg2431,31.07.1982,Hawaii
okju4134,02.08.1972,Massachusetts
frys2231,02.08.1974,Iowa
njqq1331,29.07.1991,Maryland
hogy4313,05.08.1960,Maryland
rudr4342,31.07.1980,Alaska
rvmz4131,02.08.1975,Alaska
xbdn3443,07.08.1955,Utah
ajes3331,26.07.2001,Delaware
ocpa3332,29.07.1988,Michigan
rzov3414,04.08.1967,Alaska
eicn1134,06.08.1957,Arizona
yduf1241,07.08.1954,Tennessee
cqvp1112,05.08.1962,Rhode Island
yead4431,05.08.1963,Minor Outlying Islands
qfmg4211,31.07.1982,Kansas
cqqx3323,07.08.1952,Washington
prii2131,01.08.1976,Washington
gdow4243,27.07.1997,Maryland
deeo1323,03.08.1970,Pennsylvania
qbvr4343,30.07.1987,Wisconsin
gnpy3324,01.08.1976,Puerto Rico
qxip3324,05.08.1960,Maine
hfkm3334,31.07.1980,Nebraska
iyua3143,29.07.1989,Maryland
mqbh1142,01.08.1979,Oklahoma
aygj3122,31.07.1982,Oregon
qiuq4314,29.07.1990,Indiana
ypqe3142,02.08.1975,South Carolina
zvyp1243,02.08.1973,Missouri
zkqm4211,05.08.1961,Oregon
txon2424,31.07.1983,Pennsylvania
rqdq2122,04.08.1966,Texas
appy3332,06.08.1958,Nebraska
cogf1343,07.08.1954,Delaware
fuzr1321,02.08.1973,Arkansas
zglf3413,27.07.1998,Washington
kyfg3221,30.07.1987,Virginia
wgis4111,28.07.1994,U.S. Virgin Islands
kzeo1431,31.07.1983,Massachusetts
xbni3212,08.08.1950,Oregon
nrjx4143,28.07.1993,Alabama
nqat4431,02.08.1975,Arkansas
zmro2441,04.08.1964,Montana
urcy2423,28.07.1992,Minnesota
